DataHoraAbertura;NumProcesso;Cliente;Prioridade;Tecnico;DescricaoProb;ComoReproduzir;Classificacao;Departamento
09/06/2023 10:36;11763;2377;1;TE;Nos documentos FAF não guarda o iva, isso é , até a pouco tempo se houve-se necessidade de alterar o iva para mais um cêntimo ou a menos ao gravar guardava o valor colocado, agora se voltar abrir o documento o valor que foi colocado não é guardado?    ;obrigado;2;Cluster C
14/07/2023 12:47;12298;2332;2;FS;Salarios, podem analisar o valor do IRS que aparece no salario de Ana Antunes? a taxa é de 27,85% e o valor que aparece é  967,00 €.    ;;2;Cluster C
19/07/2021 09:18;2800;2347;1;SP;Inventário    ;Artigos com custos médios errados;1;Cluster B
06/04/2023 17:43;10831;2045;1;TE;Não envio da fatura  da STCP por transação eletrónica     ;Não envio da fatura  da STCP por transação eletrónica  - erro em anexo.;0;Cluster A
10/02/2022 11:23;5353;1533;2;HR;Temos varias caixas de email internas, mas um delas facilmente fica cheia será porque é mais pequena ou existe outra razão. Preciso que verifiquem    ;Caixa de Email interno.;2;Cluster C
21/11/2022 14:49;8455;1533;2;FS;"Colocar em todos os nossos documentos a seguir ao nº de telefone o Seguinte""Custo da chamada para a rede fixa nacional""    ";"Colocar em todos os nossos documentos  da Primavera a seguir ao nº de telefone o Seguinte""Custo da chamada para a rede fixa nacional"" Também tenho que colocar no Outlook.";2;Cluster C
19/04/2023 00:53;10984;421;1;TE;Erro na importação do PAA - empresa 2032018    ;Erro recorrente para diferentes dias de importação;0;Cluster A
11/04/2022 11:34;6126;2411;2;HR;Esta situação já foi reportada PRI e mantêm-se na mesma. As faturas não estão a ser comunicadas à AT via Web service    ;Penso (embora não tenha qualquer certeza) que sempre que existe uma atualização no Primavera as fatura deixam de ser comunicadas de forma autumática. ;2;Cluster C
19/12/2022 10:07;8793;2333;1;FS;Comunicação de Series - Urgente     ;Comunicação de Series - Urgente;1;Cluster B
02/03/2022 10:42;5613;421;1;FS;Ao fazer a mod 2 - Angola, em algumas empresas não aparece a lista dos funcionários e os valores dos rendimentos    ;Prazo para entrega: HOJE até às 12h.;2;Cluster C
01/10/2021 10:37;3553;2301;1;FS;Configura??o dos recibos    ;Temos um cliente nosso que gostaria de saber se ? poss?vel os recibos terem um layout igual ao das facturas? Inclusive nos recibos apenas sai o logotipo n?o sai os dados da empresa. F?tima Capito;1;Cluster B
29/11/2022 10:42;8556;423;1;TE;Ver o que é necessário fazer por causa da entrada a 01-01-2023 da codificação das facturas    ;PROCESSO CRIADO EM DUPLICADO;3;Cluster D
18/09/2023 12:32;13007;2333;1;PM;tirar ficheiro saft - t da contabilidade dum cliente     ;tirar ficheiro saft - t da contabilidade dum cliente ;0;Cluster A
14/09/2021 10:46;3336;2347;1;TE;RH    ;Desconto IRS a processar mesmo que haja falta o que não deve já verifiquei a falta e o desconto... Verificação de stocks já é possível recálculo do mesmo? - ficou por terminar em virtude do preço médio não assumir... após a retificação.....  ;1;Cluster B
11/08/2022 18:08;7517;421;1;FS;na empresa 000 não aparece o mapade amortização    ;.;0;Cluster A
04/01/2023 11:35;9115;1287;2;TE;preciso de atualizar as tabelas de IRS para o ano 2023 no modulo RH. Temos que fazer o fecho de um contrato.    ;preciso de atualizar as tabelas de IRS para o ano 2023 no modulo RH. Temos que fazer o fecho de um contrato.;3;Cluster D
27/02/2023 11:28;10116;2045;1;SP;Estamos sem acesso ao ELEVATION no Primavera     ;Estamos sem acesso ao ELEVATION no Primavera (Todos os utilizadores);0;Cluster A
30/09/2022 02:11;7893;421;1;FS;PAT/000/PRI/7889 - Esta na mesma. Não emite os RE.    ;Empresa SERVIMAN;2;Cluster C
23/09/2022 11:14;7823;1728;1;PM;Documentos    ;Nas vendas/encomendas (Executivo) existe a DC7 e a AR7 que podem ser retirados do sistema, na loja JUST Ceuta. Existe um valor 1.030,97€ de Tax Free em aberto na loja de CEUTA (provavelmente nas outras) cliente 9999 deveria ser retirado;1;Cluster B
11/07/2023 12:03;12235;1987;1;FS;Anular documento    ;AUL 2023/34;1;Cluster B
28/03/2022 15:08;5952;2277;1;TE;Pedido de nova serie de Faturação na empresa Decskill    ;Solicitamos que seja criada a serie FF 4, com indicação do seguinte NIB - PT50.0036.0344.99100028952.66;2;Cluster C
01/08/2022 17:25;7384;2332;1;FS;No mês de Junho e Julho os 2% que são descontados aos trabalhadores não estão a cair na conta 78.111.     ;*;2;Cluster C
08/02/2023 15:00;9848;2092;1;FS;Guias não comunicadas    ;As guias estão sem comunicar novamente. VER GR.2023/5;0;Cluster A
25/10/2021 15:15;3806;7;1;FS;Boa tarde, Preciso de ajuda na elabora??o de um ficheiro de seguro no formato .eur. Obrigada    ;.;2;Cluster C
04/11/2022 16:44;8282;1022;1;FS;Fiscal reporting    ;Foi feita a instalação hoje mas os cenários não estão atualizados para o ano corrente. Dá mensagem de erro.;1;Cluster B
26/07/2023 12:48;12437;1423;2;TE;Não consigo imprimir o mapa documentos emitidos de contas correntes. Dá o erro enviado no ficheiro em anexo    ;Aguardo contacto;0;Cluster A
09/11/2021 10:04;3968;1987;1;TE;Apagar cliente: ARM - Aguas e Resíduos da Madeira, S.A.    ;Apagar cliente: ARM - Aguas e Resíduos da Madeira, S.A.;2;Cluster C
27/12/2021 18:57;4485;1022;2;PM;Preciso de exportar as fichas de funcionários completas da empresa A152010 para remeter a colega que me vai substituir.    ;Entrar em contato comigo e aceder ao servidor para me ajudar a retirar esta informação em formato excel ou outro.;2;Cluster C
31/05/2022 17:43;6724;1950;1;TE;Erro e bloqueio do Primavera ao abrir o Balancete Contabilístico.    ;Erro e bloqueio do Primavera ao abrir o Balancete Contabilístico.;0;Cluster A
04/04/2022 08:37;6026;1533;2;TE;Ficheiro Excel    ;Recuperar um fichero de excel;1;Cluster B
13/12/2022 14:51;8714;2424;3;DD;Na Empresa RVMIE , em 3 lojas, o numerador esta  incorrecto    ;Numeração incorrecta;0;Cluster A
26/11/2021 10:04;4155;1586;1;PM;Assistência para abertura de nova empresa, parametrização de fatura e de artigos.    ;Assistência para abertura de nova empresa, parametrização de fatura e de artigos.;2;Cluster C
28/02/2023 12:45;10145;2332;1;TE;A correção que se fez nos extratos dos diários é necessário fazer nos extratos dos centros de custos. Queria marcar para sexta feira de manha a partir das 10 horas, para me ajudarem a fechar o ano de 2022, pode ser ?    ;*;3;Cluster D
22/06/2023 11:30;11921;2160;1;TE;solicito que coloquem nas faturas da empresa BURGOFERTA, no rodapé as informações bancarias: IBAN: PT50 0007 0000 0042 2530 4492 3 SWIFT: BESCPTPL NOVO BANCO    ;solicito que coloquem nas faturas da empresa BURGOFERTA, no rodapé as informações bancarias: IBAN: PT50 0007 0000 0042 2530 4492 3 SWIFT: BESCPTPL NOVO BANCO ;2;Cluster C
19/05/2021 10:34;2206;933;1;TE;No extrato a taxa de depreciação nao esta correta. Verificar na empresa Arcadia    ;Emitir extrato;2;Cluster C
01/08/2022 11:36;7356;2301;1;FS;Erro ao imprimir recibo na empresa Lobo Vasques    ;Bom Dia, remeto em anexo mensagem de erro ao tentar imprimir o recibo de pagamento nº1, da empresa Lobo Vasques. Obrigada Fátima Capito;0;Cluster A
13/01/2023 09:17;9331;1099;1;TE;taxas de IRS 2023    ;Necessito processar recibo de 2023 ;3;Cluster D
29/05/2023 11:17;11574;2333;1;TE;URGENTE - Não estou a conseguir fazer o fecho de uma empresa , no apuramento de resultados , tenho que fazer isso hoje devido a prazos     ;URGENTE - Não estou a conseguir fazer o fecho de uma empresa , no apuramento de resultados , tenho que fazer isso hoje devido a prazos ;2;Cluster C
07/03/2022 12:32;5685;1022;1;PM;Nova -Tabela retenção na fonte IRS/2022    ;Fazer a atualização das novas tabelas;3;Cluster D
25/07/2022 10:52;7268;2293;1;FS;Salários - saída estagiária + admissão com funcionaria - 2 recibos no mesmo mês     ;Salários - saída estagiária + admissão com funcionaria - 2 recibos no mesmo mês ;2;Cluster C
04/08/2022 09:33;7426;4;1;TE;envio recebimento cliente    ;PROCESSO CRIADO EM DUPLICADO;1;Cluster B
14/07/2022 09:22;7185;2301;1;FS;Atualização novas tabelas de IRS    ;Bom Dia, Agradecia que atualizassem as tabelas de IRS assim que possivel. Obrigado Fátima Capito;1;Cluster B
11/09/2023 09:49;12920;1987;1;FS;Alterar Nº de fornecedor    ;Alterar o Fornecedor 01016 para 1016;1;Cluster B
25/09/2023 09:06;13066;2354;3;TE;Sem Primavera    ;Bom dia. Solicito a intervenção de um técnico , pois não conseguimos entrar no primavera.  Obrigada.;1;Cluster B
28/03/2023 19:16;10631;2361;1;PM;na empresa Morning Resolution - não consigo efetuar fecho - existem rascunhos - Sónia     ;na empresa Morning Resolution - não consigo efetuar fecho - existem rascunhos - Sónia ;0;Cluster A
29/03/2023 11:32;10645;2377;1;FS;PICAR UM DOCUMENTO PARA PAGAMENTO    ;PICAR UM DOCUMENTO QUE ESTA A ZERO, PARA DESAPARECER DA CONTA CORRENTE EM DOCUMENTOS PARA PAGAMENTO. SEGUE EM ANEXO O EXTRATO. O DOCUMENTO É EM ANTONIO MACHADO DE SOUSA;1;Cluster B
05/07/2021 11:34;2637;1099;1;CR;recebido e-mail sobre o domínio do e-mail  que vai expirar    ;pedido de análise;0;Cluster A
25/11/2021 09:44;4139;50;2;HR;"No posto do Sr. Armindo ao executar algumas tarefas aparece a seguinte  mensagem ""Não é possível aceder à base da dados PRIMPRE""     ";"No posto do Sr. Armindo ao executar algumas tarefas aparece a seguinte  mensagem ""Não é possível aceder à base da dados PRIMPRE"" ";2;Cluster C
21/04/2022 10:15;6224;1586;1;HR;Pedido de instalação de Primavera e Timesheet na nova máquina da Andreia Morim.    ;Pedido de instalação de Primavera e Timesheet na nova máquina da Andreia Morim.;2;Cluster C
18/05/2022 14:26;6525;4;1;FS;CONTAS CONTABILIDADE / MOVIMENTOS    ;CONTAS CONTABILIDADE / MOVIMENTOS;1;Cluster B
03/03/2023 15:36;10222;1586;1;FS;"Continua a aparecer ""2022"" nas faturas em papel da Crowe JV.yjm    ";"Continua a aparecer ""2022"" nas faturas em papel da Crowe JV.";3;Cluster D
15/02/2023 16:29;9957;2361;1;CR;Inserção de QR Code e Código ATCUD nas Faturas (Finais e Proformas) na empresa Arquijectos (LUSOJOB), que se encontra no Primavera 9.    ;As séries de 2023 já se encontram criadas mas ao Imprimir aparecem sem os códigos. Para qualquer questão, contactar Rui ;2;Cluster C
25/01/2024 09:51;14413;1099;1;HR;SALÁRIOS 2024    ;SOLICITO ATUALIZAÇÃO DAS TAXAS IRS. EM ANEXO EMPRESAS.;3;Cluster D
07/07/2021 15:45;2677;86;1;PM;INTEGRAÇÃO DOCUMENTOS PAA    ;"APOS ATUALIZAÇÃO DO PAA CRIAMOS UMA NOVA EMPRESA E NÃO ESTAMOS A CONSEGUIR INTEGRAR OS DOCUMENTOS NA CTB COM A DATA : ""ULTIMO DIA DO MÊS""";1;Cluster B
17/01/2023 17:34;9388;2092;1;FS;não consigo tirar Notas de pagamento    ;CC - Notas de pagamento - dá erro de base de dados, ver abaixo.;0;Cluster A
29/11/2022 14:39;8564;2361;1;TE;"não percebo a tx de irs assumida no funcionário 1 da OALDA (6.3%); Ele é solteiro s/ descendentes e ganha 754 €, devia ter uma tx de 5% ...    ";.;2;Cluster C
14/02/2022 16:52;5428;2092;1;FS;nome do cliente    ;preciso de alterar o nome do cliente (consumidor final) da FRM 62  de 03.01.2022 para Araufil Sociedade de Construções, Lda... é possível?;1;Cluster B
15/11/2022 10:39;8401;1061;1;FS;não consigo gravar documentos de compra em outros credores    ;online ;0;Cluster A
28/01/2022 14:58;5154;2277;3;FS;Sem acesso aos módulos de RH e Compras     ;Apesar da atualização que foi feita continuamos a ter utilizadores que não conseguem visualizar os módulos na totalidade. ;0;Cluster A
02/02/2023 11:58;9719;2333;1;FS;Abertura de empresa , com faturação por causa do atcud e qr code    ;Abertura de empresa , com faturação por causa do atcud e qr code;2;Cluster C
22/02/2022 18:11;5523;1533;2;HR;CAIXA DE CORREIO ELETRONICO DO LABORATORIO ESTÁ CHEIA    ;PRECISO DE AJUDA PARA LIBERTAR ESPAÇO NA CAIXA.;1;Cluster B
07/09/2021 11:14;3271;113;1;FS;Atribuição de sub. de ferias num funcionário    ;Solicito ajuda do Francisco. Obrigada;1;Cluster B
06/12/2021 11:57;4241;4;1;FS;CORREÇÃO RECIBO    ;CORREÇÃO RECIBO;1;Cluster B
19/01/2022 10:38;4958;2333;1;FS;Abretura de Series de faturação 2022 e Salários     ;Abretura de Series de faturação 2022 e Salários ;3;Cluster D
28/03/2023 10:51;10614;1022;1;TE;Validação SVAT - contabilidade    ;Não consigo anular contas por estarem indicadas em doc. apuramento resultados;1;Cluster B
05/02/2024 10:25;14577;2361;1;AF;o funcionário 80085 da TW esteve de baixa quase a totalidade do ano passado e tb durante o mês de Janeiro, no entanto o processamento está a assumir valor    ;.;2;Cluster C
19/05/2022 11:36;6540;2411;2;TE;CORREÇÃO DE RETROATIVOS    ;como é que se pode anular e fazer de novo sem perder a informação ;1;Cluster B
06/04/2023 12:21;10816;1588;2;FS;Documento de pagamento ao cliente não se reflete na conta corrente.    ;Documento de pagamento ao cliente não se reflete na conta corrente.;0;Cluster A
19/06/2023 14:26;11866;1061;3;FS;o nosso contabilista precisa de entrar em contacto convosco URGENTE - não está disponível no programa o IES    ;online;0;Cluster A
13/12/2021 11:28;4308;2092;2;FS;Guia não comunicada á AT    ;problemas com guias de transporte;0;Cluster A
15/01/2024 12:49;14250;421;1;FS;Erro no PAA    ;Empresa 2032018;0;Cluster A
26/01/2023 12:23;9562;2361;1;FS;necessito que efectuem a abertura de ano em todas as empresas por favor    ;.;2;Cluster C
17/01/2022 10:12;4910;50;1;TE;Não consigo atualizar as taxas de retenção de IRS no administrador.     ;Não consigo atualizar as taxas de retenção de IRS no administrador. ;2;Cluster C
03/08/2022 15:16;7416;2285;1;FS;não processa uns dados nos recibos de vencimento    ;933 400 415 Mª Florinda;0;Cluster A
22/11/2021 10:32;4091;1099;1;FS;EMPRESA MAVIVA    ;IMPORTAÇÃO FICHEIRO CONTABILIDADE DE JANEIRO A SETEMBRO DE 2021;1;Cluster B
19/01/2022 13:43;4963;2428;2;TE;Boa tarde necessito que me atualizem o portátil com urgência uma vez que me encontro em teletrabalho. Já tinha solicitado vai telefone. Obrigada    ;Boa tarde necessito que me atualizem o portátil com urgência uma vez que me encontro em teletrabalho. Já tinha solicitado vai telefone. Obrigada;2;Cluster C
11/08/2023 10:17;12622;2333;1;AF;ajuda no calculo de sub férias - se possivel ligar de manha . obrigado    ;ajuda no calculo de sub férias - se possivel ligar de manha . obrigado;2;Cluster C
18/03/2022 09:53;5842;2361;1;FS;Bom dia, queremos transitar a empresa Temporyworld do Primavera 9 para o Primavera 10, juntando-se por isso às 6 empresas que já lá se encontram.    ;Para qualquer esclarecimento ou apoio, contactar  Leandro Postiga;2;Cluster C
13/06/2022 12:05;6843;2361;1;FS;URGENTE: DMR com erro     ;.;1;Cluster B
07/02/2022 11:09;5264;2277;3;SP;Envio das faturas via eletrônica    ;As faturas emitidas não são enviadas para o cliente, estamos com o problema há mais de uma semana e ainda não ficou resolvido. ;0;Cluster A
24/01/2022 10:15;5039;2354;1;FS;Bom dia. Solicito apoio de um técnico para atualização das tabelas de IRS 2022. Obrigada.     ;Atualização da Tabelas de IRS 2022.;3;Cluster D
29/01/2024 14:55;14460;1287;2;SP;Eliminação base de dados PRI lote PLASTROFA do MP1205 e tirar pico da gestão de lotes do MP0264. Marcação de férias pessoal contratado modulo RH e integração automática na contabilidade de centros de custo e analítica através de documentos de compra.    ;Eliminação base de dados PRI lote PLASTROFA do MP1205 e tirar pico da gestão de lotes do MP0264. Marcação de férias pessoal contratado modulo RH e integração automática na contabilidade de centros de custo e analítica através de documentos de compra.;2;Cluster C
16/11/2022 17:41;8423;1287;1;HR;"Atualização do ERP para nova funcionalidade  ""Códigos ATCUD""";Explicação onde devemos colocar este código depois da comunicação das séries.;2;Cluster C
19/07/2023 13:28;12348;1533;3;TE;Faturação    ;PROCESSO CRIADO EM DUPLICADO ;1;Cluster B
14/02/2022 15:50;5425;1558;1;FS;primavera     ;integração;1;Cluster B
18/02/2023 11:32;10010;1022;1;TE;atualização de tabela de irs     ;E escolha de percentagem do escalão imediatamente anterior devido há existencia de credito habitação.;1;Cluster B
05/07/2022 11:39;7069;7;1;PM;Bom dia,  Preciso de ajuda num processamento de salário. Obrigada    ;.;2;Cluster C
28/02/2023 17:52;10161;2411;1;PM;O ERP está a comunicar as alterações contratuais com falhas. Existem campos como % trabalho, horas semanais e mensais que vão em branco.    ;Isto aconteceu quando comuniquei os aumentos salariais e sobrepos o que estava bem em termo de horas de trabalho. Podem ver onde o ERP vai buscar a informação, Ver anexo.;2;Cluster C
01/02/2022 12:25;5194;1061;1;HR;assim que possível, agradecia que o Sr. Hernâni entra-se em contacto com o Agostinho.    ;0;2;Cluster C
13/12/2021 16:27;4317;2332;3;FS;recibos    ;quando sao efetuados recibos, escolhido o modo de pagamento, nao aparecem as contas de destino de forma automatica como apareciam antigamente. obrigada;1;Cluster B
02/01/2023 11:43;8998;1987;3;PM;Emissão de Recibos    ;Não consigo emitir recibos referentes a Dezembro de 2022;1;Cluster B
07/11/2022 14:54;8301;2332;1;PM;Salarios - tanto a Elsa Adriano como Maria Emilia Cunha tem a rubrica - Despesas de Kilometros R27- Fixa , não consigo anular o valor do mês anterior. Esta rubrica altera-se todos os meses, aparecem 2 linhas (R27) na folha de salarios.  Salarios - Esta acontecer o mesmo com a Rubrica R54, aparece repetida com o valor do mês anterior como se fosse um valor fixo. Subsidio de alimentação de Ana Maria Antunes não aparece no recibo.    ;*;2;Cluster C
